room_id,img_url
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/da53df0i5pow44e5.webp
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/u8tj3l08yiloaxcf.webp
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/jg1x86bp7u0i494z.webp
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/1cndviv5xni9kedq.webp
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/hq8gzmaw2yssjvi2.webp
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/xjrnk7o3s1r4jrij.webp
28,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Superior/tfd830nuznok7tw7.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/93seclkrme1q3jxs.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/912tty4mc6un1ni9.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/g9n64patfrcf3b39.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/0jsgtvveynk7ucm4.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/w2ei05iljegpjaqe.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/h5v7av7loa1fab6f.webp
29,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Deluxe/9wd9ftrfl40fr56v.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/9fk13bz3e0r9oh7y.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/5iu3wmnryk0jdk6x.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/z436q5kwrq8zjqjx.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/9h5gk3jp3if80q4r.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/6el0e8pt0nddtgp9.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/69arxmx20prw39bs.webp
30,https://minio.fares.vn/mixivivu-dev/tour/ha-long-dream-hotel/Executive suite/fcz4dya0ulnw1ct1.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/9089ojkmfw2jxbwv.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/pmofau5j3f93zren.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/4d9nkexonzfhyhr0.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/digoepojix0l3buy.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/meu8d6va2d8up01s.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/qkka3qqzcqwdghw0.webp
31,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Superior/8ouk6mh9si70zygi.webp
32,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Deluxe/j11pxcvyekmfk4hk.webp
32,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Deluxe/ovwvb83au63qvcoi.webp
32,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Deluxe/ke5vi1zdcm2uj6pu.webp
32,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Deluxe/oqnaqgkogh2foavc.webp
32,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Deluxe/h0nelrssk3dzj3iw.webp
